Code,Class,Description,Value in USD T,AAL in USD T,AAL as % of Total AAL,AAL as % of Value,Risk Rank,costMetro,costUrban,costRural
NI-NS,avsW7,Wood braced frame with load-bearing infill wall system single family,16,0.027,0.0965,0.00174,4,,,
NI-NS,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,106,0.043,0.1516,0.00041,5,,,
NI-NS,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,26,0.011,0.0373,0.00041,6,185,165,145
NI-NS,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,1,0,0.0013,0.00041,7,,,
NI-NS,avsUFB,Unreinforced Fire Brick masonry single family,47,0.019,0.0669,0.00041,8,190,175,160
NI-NS,avmUFB,Unreinforced Fire Brick masonry multi family,0,0,0.0002,0.00041,9,215,195,175
NI-NS,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,0,0,0.0002,0.00041,10,195,175,160
NI-NS,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,14,0.006,0.0205,0.00041,11,225,215,190
NI-NS,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,0,0,0.0001,0.00041,12,245,235,220
NI-NS,avsRS,Rubble Stone masonry single family,40,0.016,0.0575,0.00041,13,,,
NI-NS,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,119,0.078,0.2729,0.00065,14,,,
NI-NS,avcomret,Commercial retail,25,0.007,0.0233,0.00026,15,,,
NI-NS,avcomoff,Commercial offices,16,0.004,0.0147,0.00027,16,,,
NI-NS,avcritica,"Critical buildings - schools, hospitals, medical centers",71,0.019,0.0665,0.00027,17,,,
NI-NS,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,9,0.002,0.0068,0.00022,18,250,235,215
NI-NS,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,0,0,0.0001,0.00022,19,275,260,245
NI-NS,avcomm,Commercial or other types of warehouse,27,0.007,0.0239,0.00025,20,,,
NI-NS,avindustr,General industrial,30,0.007,0.0234,0.00022,21,,,
NI-SJ,avsINF,Informal constructions single family,0,0.001,0.004,0.00285,1,,,
NI-SJ,avsM1,Mud walls without horizontal wood elements single family,11,0.033,0.1078,0.00292,2,135,125,110
NI-SJ,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",12,0.033,0.1087,0.0028,3,125,110,100
NI-SJ,avsW7,Wood braced frame with load-bearing infill wall system single family,11,0.035,0.115,0.00319,4,,,
NI-SJ,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,34,0.036,0.1187,0.00107,5,,,
NI-SJ,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,11,0.011,0.0364,0.00103,6,185,165,145
NI-SJ,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,0,0,0.0015,0.001,7,,,
NI-SJ,avsUFB,Unreinforced Fire Brick masonry single family,18,0.018,0.0602,0.00104,8,190,175,160
NI-SJ,avmUFB,Unreinforced Fire Brick masonry multi family,0,0,0.0003,0.00098,9,215,195,175
NI-SJ,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,0,0,0.0002,0.00098,10,195,175,160
NI-SJ,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,5,0.005,0.017,0.00106,11,225,215,190
NI-SJ,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,0,0,0.0001,0.00099,12,245,235,220
NI-SJ,avsRS,Rubble Stone masonry single family,16,0.017,0.0543,0.00103,13,,,
NI-SJ,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,95,0.099,0.3223,0.00104,14,,,
NI-SJ,avcomret,Commercial retail,3,0.002,0.0054,0.00049,15,,,
NI-SJ,avcomoff,Commercial offices,2,0.001,0.0035,0.0005,16,,,
NI-SJ,avcritica,"Critical buildings - schools, hospitals, medical centers",11,0.006,0.0188,0.0005,17,,,
NI-SJ,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,4,0.002,0.0057,0.0004,18,250,235,215
NI-SJ,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,0,0,0.0001,0.00039,19,275,260,245
NI-SJ,avcomm,Commercial or other types of warehouse,9,0.004,0.0145,0.00049,20,,,
NI-SJ,avindustr,General industrial,4,0.002,0.0056,0.0004,21,,,
NI-RI,avsINF,Informal constructions single family,1,0.02,0.004,0.02613,1,,,
NI-RI,avsM1,Mud walls without horizontal wood elements single family,24,0.61,0.1201,0.02583,2,135,125,110
NI-RI,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",19,0.501,0.0985,0.02636,3,125,110,100
NI-RI,avsW7,Wood braced frame with load-bearing infill wall system single family,19,0.334,0.0658,0.01724,4,,,
NI-RI,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,106,1.005,0.1977,0.00953,5,,,
NI-RI,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,28,0.265,0.0521,0.00962,6,185,165,145
NI-RI,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,1,0.01,0.0019,0.00969,7,,,
NI-RI,avsUFB,Unreinforced Fire Brick masonry single family,48,0.463,0.091,0.00959,8,190,175,160
NI-RI,avmUFB,Unreinforced Fire Brick masonry multi family,0,0.002,0.0003,0.00979,9,215,195,175
NI-RI,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,0,0.001,0.0003,0.00979,10,195,175,160
NI-RI,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,14,0.138,0.0272,0.00955,11,225,215,190
NI-RI,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,0,0.001,0.0001,0.00972,12,245,235,220
NI-RI,avsRS,Rubble Stone masonry single family,42,0.404,0.0794,0.00961,13,,,
NI-RI,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,154,0.816,0.1606,0.00532,14,,,
NI-RI,avcomret,Commercial retail,34,0.073,0.0144,0.00217,15,,,
NI-RI,avcomoff,Commercial offices,21,0.044,0.0087,0.00214,16,,,
NI-RI,avcritica,"Critical buildings - schools, hospitals, medical centers",97,0.208,0.0409,0.00214,17,,,
NI-RI,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,10,0.021,0.0041,0.00216,18,250,235,215
NI-RI,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,0,0,0.0001,0.00217,19,275,260,245
NI-RI,avcomm,Commercial or other types of warehouse,44,0.096,0.0189,0.00218,20,,,
NI-RI,avindustr,General industrial,40,0.071,0.0141,0.00178,21,,,
CR,avsA1,"Adobe block, mud mortar, wood roof and floors single family",8.28244241,0.146740391,0.000360132,0.017717043,1,95,85,75
CR,avsINF,Informal constructions single family,53.39993187,0.909025862,0.00223094,0.017022978,2,,,
CR,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,1412.98062,11.01393662,0.027030513,0.007794825,3,,,
CR,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,55.57953217,0.432782837,0.00106214,0.00778673,4,,,
CR,avmUFB,Unreinforced Fire Brick masonry multi family,74.66077397,0.578873159,0.001420676,0.007753377,5,530,470,425
CR,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,67.56482373,0.523699261,0.001285268,0.007751064,6,515,465,420
CR,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,1029.619172,7.770981663,0.019071621,0.007547433,7,,,
CR,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,37344.54347,279.7140915,0.68647712,0.007490093,8,,,
CR,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,2769.743521,20.57008084,0.050483298,0.00742671,9,465,420,380
CR,avsUFB,Unreinforced Fire Brick masonry single family,3033.876231,22.53054708,0.055294694,0.007426324,10,480,430,385
CR,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,62.01860399,0.21000228,0.00051539,0.003386118,11,245,220,195
CR,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,7611.01744,25.04324561,0.061461384,0.003290394,12,220,200,180
CR,avmS3,Steel light frame multi family,22.58278731,0.042475112,0.000104243,0.001880862,13,210,190,170
CR,avsS3,Steel light frame single family,1827.370352,3.272625587,0.00803171,0.001790893,14,210,190,170
CR,avmW2,"Wood frame, heavy members (with area > 5000 sq. ft.) multi family",0.16330431,0.000275275,0.000000676,0.001685657,15,,,
CR,avsW2,"Wood frame, heavy members (with area > 5000 sq. ft.) single family",9.425074795,0.015432292,0.0000379,0.001637365,16,,,
CR,avcomret,Commercial retail,6017.80953,8.746138962,0.021464862,0.001453376,17,,,
CR,avcomm,Commercial or other types of warehouse,4141.107743,5.969668969,0.014650821,0.001441563,18,,,
CR,avcritica,"Critical buildings - schools, hospitals, medical centers",6574.62862,9.315247081,0.022861573,0.001416848,19,,,
CR,avcomoff,Commercial offices,5446.456673,7.704109881,0.018907504,0.001414518,20,,,
CR,avindustr,General industrial,2496.226853,2.95311395,0.007247562,0.001183031,21,,,
CR-A,avsA1,"Adobe block, mud mortar, wood roof and floors single family",1.514305284,0.028903975,0.000396203,0.019087284,1,95,85,75
CR-A,avsINF,Informal constructions single family,8.100205854,0.116174217,0.001592465,0.014342131,2,,,
CR-A,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,249.0985566,2.018950466,0.027674892,0.008105027,3,,,
CR-A,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,9.79594185,0.079265389,0.001086535,0.008091656,4,,,
CR-A,avmUFB,Unreinforced Fire Brick masonry multi family,13.07433712,0.10452648,0.001432803,0.007994782,5,530,470,425
CR-A,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,11.8368678,0.094633149,0.00129719,0.00799478,6,515,465,420
CR-A,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,185.9558601,1.476448412,0.02023851,0.007939779,7,,,
CR-A,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,6628.815424,51.19994262,0.70182646,0.007723845,8,,,
CR-A,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,482.6116194,3.611921243,0.049510639,0.007484116,9,465,420,380
CR-A,avsUFB,Unreinforced Fire Brick masonry single family,528.3966902,3.952342289,0.054176983,0.007479877,10,480,430,385
CR-A,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,10.50922558,0.036074433,0.000494493,0.003432644,11,245,220,195
CR-A,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,1266.973727,4.091488803,0.056084342,0.00322934,12,220,200,180
CR-A,avmS3,Steel light frame multi family,3.934642612,0.007695716,0.00010549,0.001955887,13,210,190,170
CR-A,avsS3,Steel light frame single family,319.9450428,0.590822937,0.008098743,0.001846639,14,210,190,170
CR-A,avmW2,"Wood frame, heavy members (with area > 5000 sq. ft.) multi family",0.028976594,0.0000519,0.000000711,0.001789617,15,,,
CR-A,avsW2,"Wood frame, heavy members (with area > 5000 sq. ft.) single family",1.721362068,0.00304302,0.0000417,0.001767798,16,,,
CR-A,avcomret,Commercial retail,935.5494801,1.390305366,0.019057699,0.001486084,17,,,
CR-A,avcomm,Commercial or other types of warehouse,667.7565737,0.968897469,0.013281223,0.001450974,18,,,
CR-A,avcritica,"Critical buildings - schools, hospitals, medical centers",1017.267823,1.474454579,0.02021118,0.001449426,19,,,
CR-A,avcomoff,Commercial offices,850.1192496,1.227091629,0.016820436,0.001443435,20,,,
CR-A,avindustr,General industrial,408.2225122,0.47939156,0.00657129,0.001174339,21,,,
CR-C,avsA1,"Adobe block, mud mortar, wood roof and floors single family",0.969458869,0.01649034,0.000422932,0.017009839,1,95,85,75
CR-C,avsINF,Informal constructions single family,2.727770902,0.034207141,0.000877319,0.012540328,2,,,
CR-C,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,128.2891973,0.951503877,0.024403456,0.007416867,3,,,
CR-C,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,5.056974247,0.037453383,0.000960576,0.007406283,4,,,
CR-C,avmUFB,Unreinforced Fire Brick masonry multi family,6.649726765,0.048864445,0.001253239,0.007348339,5,530,470,425
CR-C,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,6.038293234,0.044361514,0.001137751,0.007346698,6,515,465,420
CR-C,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,115.8475192,0.835958993,0.021440048,0.007216028,7,,,
CR-C,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,3956.946693,28.12172309,0.721244812,0.007106925,8,,,
CR-C,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,274.7234558,1.915836358,0.049135931,0.006973691,9,465,420,380
CR-C,avsUFB,Unreinforced Fire Brick masonry single family,300.2931775,2.093450058,0.053691233,0.006971354,10,480,430,385
CR-C,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,4.911472403,0.014943226,0.000383253,0.003042515,11,245,220,195
CR-C,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,629.0102405,1.805380354,0.046303038,0.002870192,12,220,200,180
CR-C,avmS3,Steel light frame multi family,1.974396415,0.003403747,0.0000873,0.001723943,13,210,190,170
CR-C,avsS3,Steel light frame single family,184.24424,0.30296575,0.007770238,0.00164437,14,210,190,170
CR-C,avmW2,"Wood frame, heavy members (with area > 5000 sq. ft.) multi family",0.015112792,0.0000237,0.000000608,0.001568095,15,,,
CR-C,avsW2,"Wood frame, heavy members (with area > 5000 sq. ft.) single family",1.10100344,0.001680978,0.0000431,0.001526769,16,,,
CR-C,avcomret,Commercial retail,526.0842743,0.684892522,0.017565609,0.001301868,17,,,
CR-C,avcomm,Commercial or other types of warehouse,391.4899942,0.503961566,0.012925227,0.001287291,18,,,
CR-C,avcritica,"Critical buildings - schools, hospitals, medical centers",564.7435424,0.716283563,0.018370702,0.001268334,19,,,
CR-C,avcomoff,Commercial offices,478.9983027,0.606208828,0.015547588,0.001265576,20,,,
CR-C,avindustr,General industrial,237.8001447,0.250944327,0.006436031,0.001055274,21,,,
CR-G,avsA1,"Adobe block, mud mortar, wood roof and floors single family",0.344234145,0.007644168,0.000177999,0.022206304,1,95,85,75
CR-G,avsINF,Informal constructions single family,13.63076532,0.306251763,0.007131245,0.022467687,2,,,
CR-G,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,39.41362829,0.347362196,0.008088524,0.008813251,3,,,
CR-G,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,1.640390813,0.01448593,0.000337313,0.00883078,4,,,
CR-G,avmUFB,Unreinforced Fire Brick masonry multi family,2.954647347,0.026394136,0.000614602,0.008933092,5,530,470,425
CR-G,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,2.684129554,0.023973345,0.000558233,0.008931516,6,515,465,420
CR-G,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,59.40729668,0.527291812,0.012278287,0.008875876,7,,,
CR-G,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,2952.08353,26.51739163,0.61747239,0.008982602,8,,,
CR-G,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,282.6704857,2.557229039,0.059546518,0.009046679,9,465,420,380
CR-G,avsUFB,Unreinforced Fire Brick masonry single family,310.6797015,2.810954848,0.065454666,0.009047758,10,480,430,385
CR-G,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,5.486453152,0.025323721,0.000589677,0.004615682,11,245,220,195
CR-G,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,1180.580251,5.461501221,0.12717413,0.004626116,12,220,200,180
CR-G,avmS3,Steel light frame multi family,1.056056095,0.002405443,0.000056,0.002277761,13,210,190,170
CR-G,avsS3,Steel light frame single family,174.7151048,0.401317799,0.009344911,0.002296984,14,210,190,170
CR-G,avmW2,"Wood frame, heavy members (with area > 5000 sq. ft.) multi family",0.002748554,0.00000562,0.000000131,0.002044966,15,,,
CR-G,avsW2,"Wood frame, heavy members (with area > 5000 sq. ft.) single family",0.412601577,0.000865116,0.0000201,0.002096734,16,,,
CR-G,avcomret,Commercial retail,466.8807556,0.865699403,0.020158298,0.00185422,17,,,
CR-G,avcomm,Commercial or other types of warehouse,451.8270479,0.84044559,0.019570249,0.001860105,18,,,
CR-G,avcritica,"Critical buildings - schools, hospitals, medical centers",497.721625,0.906011135,0.021096979,0.001820317,19,,,
CR-G,avcomoff,Commercial offices,445.5795654,0.811606975,0.018898725,0.001821464,20,,,
CR-G,avindustr,General industrial,321.423355,0.490903615,0.011430967,0.00152728,21,,,
CR-H,avsA1,"Adobe block, mud mortar, wood roof and floors single family",1.07900679,0.01859238,0.000410603,0.017231013,1,95,85,75
CR-H,avsINF,Informal constructions single family,2.440539659,0.028099761,0.000620568,0.011513749,2,,,
CR-H,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,211.23088,1.599563127,0.035325477,0.007572582,3,,,
CR-H,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,8.255661908,0.062449998,0.001379174,0.007564505,4,,,
CR-H,avmUFB,Unreinforced Fire Brick masonry multi family,10.75260652,0.080913432,0.001786929,0.007525006,5,530,470,425
CR-H,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,9.715813778,0.073092084,0.001614199,0.007523002,6,515,465,420
CR-H,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,127.3514947,0.930881169,0.020558002,0.007309543,7,,,
CR-H,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,4302.923567,30.9746248,0.684057656,0.007198507,8,,,
CR-H,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,293.5009292,2.071172084,0.045740703,0.007056782,9,465,420,380
CR-H,avsUFB,Unreinforced Fire Brick masonry single family,321.2112888,2.266229199,0.050048433,0.00705526,10,480,430,385
CR-H,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,7.58521049,0.024663924,0.000544689,0.003251581,11,245,220,195
CR-H,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,647.259556,1.938271537,0.042805667,0.002994582,12,220,200,180
CR-H,avmS3,Steel light frame multi family,3.182143179,0.005845584,0.000129097,0.001836996,13,210,190,170
CR-H,avsS3,Steel light frame single family,198.5946243,0.344428142,0.007606507,0.001734328,14,210,190,170
